Function,CPU Time,CPU Time:Effective Time,CPU Time:Spin Time,CPU Time:Overhead Time,Module,Function (Full),Source File,Start Address
jpeg_idct_16x16,2.154474,2.154474,0.0,0.0,libjpeg.so.9,jpeg_idct_16x16,[Unknown],0x2b2f0
ycc_rgb_convert,1.277499,1.277499,0.0,0.0,libjpeg.so.9,ycc_rgb_convert,[Unknown],0x15d10
__memmove_avx_unaligned_erms,1.177999,1.177999,0.0,0.0,libc.so.6,__memmove_avx_unaligned_erms,memmove-vec-unaligned-erms.S,0x18b910
jpeg_idct_islow,0.578466,0.578466,0.0,0.0,libjpeg.so.9,jpeg_idct_islow,[Unknown],0x27860
__libc_calloc,0.422344,0.422344,0.0,0.0,libc.so.6,__libc_calloc,malloc.c,0x9bb10
ImagingUnpackRGB,0.377554,0.377554,0.0,0.0,_imaging.cpython-38-x86_64-linux-gnu.so,ImagingUnpackRGB,[Unknown],0x61ac0
decode_mcu,0.107983,0.107983,0.0,0.0,libjpeg.so.9,decode_mcu,[Unknown],0x18840
decompress_onepass,0.044004,0.044004,0.0,0.0,libjpeg.so.9,decompress_onepass,[Unknown],0x15360
jpeg_fill_bit_buffer,0.031991,0.031991,0.0,0.0,libjpeg.so.9,jpeg_fill_bit_buffer,[Unknown],0x17250
__memset_avx2_unaligned_erms,0.011999,0.011999,0.0,0.0,libc.so.6,__memset_avx2_unaligned_erms,memset-vec-unaligned-erms.S,0x18bd90
jpeg_read_scanlines,0.008000,0.008000,0.0,0.0,libjpeg.so.9,jpeg_read_scanlines,[Unknown],0x12b10
